Meanwhile, Centre for Disease Control has recommended that sporting events and other large events and mass gatherings be cancelled or postponed for the next eight weeks.	इसके बीच, सेंटर फॉर डिजीज कंट्रोल ने सूचित किया है कि अगले आठ सप्ताहों तक खेल प्रतियोगिताएँ और अन्य बड़े कार्यक्रम और सार्वजनिक कार्यक्रम रद्द या स्थगित किये जाये।
Law Minister Ravi Shankar Prasad said all those involved in the most reprehensible crimes including the Nirbhaya gang-rape case, should be awarded capital punishment.	न्याय मंत्री रवि शंकर प्रसाद ने कहा, निर्भया सामूहिक बलात्कार मामले के साथ साथ, ऐसे घिनौने अपराध करनेवाले हर एक को मृत्युदंड देना ही चाहिए।
Health Secretary Rajesh Bhushan has written to Kerala Chief Secretary recommending measures to be taken in wake of the outbreak in Kozhikode, based on a report submitted by a Central team that visited the district.	जिले का दौरा करने गई केन्द्रीय टीम द्वारा जमा की गई रिपोर्ट के आधार पर स्वास्थ्य सचिव राजेश भूषण ने केरल के प्रमुख सचिव को चिठ्ठी लिखकर कोझीकोड में फैले वायरस के लिए रोकथाम के उपायों की सलाह दी है।
In the mixed doubles, India's Kona Tarun, partnering Canada's B R Sankeerth failed to cross the first round hurdle, losing to Korean duo of Lee Yong Dae and Yoo Yeon Seong 21-11, 21-11.	मिश्रित युगल में , भारत की कोना तरुण ने कनाडा की बी आर संकिर्थ को जोड़ीदार बनाया पर ये ली योंग डे और यून योन सयोंग की कोरियाई जोड़ी से 21 - 11 , 21 - 11 से हारकर पहले ही दौर में बाहर हो गयी |
Prime Minister Narendra Modi’s two-day visit to Kyrgyzstan for SCO Summit at Bishkek from tomorrow is expected to further boost the bilateral ties with Kyrgyzstan.	प्रधानमंत्री मंत्री बिशकेक में कल से शुरू होने वाले 2 दिन के एससीओ समिट के लिए रवाना हुए, जिससे यह उम्मीद की जा रही है कि इससे किर्गिज़स्तान के साथ द्विपक्षीय संबंधों को बढ़ावा मिलेगा।
The Prime Minister said, he will be connecting with Olympics contingent in virtual node in July, to motivate them and assure them that a proud nation stands with them.	प्रधान मंत्री ने कहा, जुलाई में वें ओलिंपिक दल से वर्चुअल नोड से संपर्क करेंगे, उनको प्रत्साहित करेंगे और आश्वासन देंगे कि पूरा देश गर्व के साथ उनके पीछे खड़ा है।
In his address after inaugurating the Vaishvik Bhartiya Vaigyanik, (VAIBHAV) Summit last evening through video conference, the Prime Minister said, just recently, India introduced pioneering space reforms which provide opportunities for both industry and academia.	कल शाम वैश्विक भारतीय वैज्ञानिक (वैभव) समिट के उद्घाटन के बाद, वीडियो कॉन्फरेंसिंग के द्वारा, प्रधान मंत्री ने कहा, हालही में, भारत ने अग्रगामी अंतरिक्ष सुधार प्रस्तावित कियें है जो उद्योग और अकेडेमिया दोनों को नए अवसर प्रदान करतें हैं।
Prakash Javadekar says, there has been decrease in corruption due to steps taken by NDA govt	प्रकाश जावड़ेकर ने कहा, NDA सरकार की नीतियों से भ्रष्टाचार में कमी आई है।
Ways to enhance the bilateral trade volume, as well as trade value, were also discussed.	द्विपक्षीय व्यापार की मात्रा और व्यापार मूल्य बढ़ाने के उपायों पर भी चर्चा हुई।
On its part the Film Division is organizing online film festival titled India@75Voyage of Progress.	फिल्म विभाग अपनी ओर से इंडिया@75 वोयेजऑफ प्रोग्रेस नाम से एक ऑनलाईन फिल्म समारोह आयोजित कर रहा है
Briefing media in New Delhi, Director General in the Commission, Dilip Sharma said, of the total seizure, cash worth over 839 crore rupees and drugs worth 1270 crore rupees were confiscated.	नई दिल्ली में मीडिया से बात करते हुए आयोग के महानिदेशक, दिलीप शर्मा ने कहा, कुल जब्ती में से ८३९ करोड़ रुपये नक़द और १२७० करोड़ रुपयों के नशीले पदार्थ जब्त हुए थे।
This format was a huge success during the last 2 years.	प्रधानमंत्री मोदी चुने हुए छात्रों से बातचीत करेंगे और उनके सवालों का जवाब देंगे, जहां वो इस बारे में भी चर्चा करेंगे कि परीक्षा को लेकर होने वाली चिंता से कैसे निपटा जाए।
SC dismisses PIL on 100% matching of VVPAT slips with EVMs	एससी ने १००% वीवीपैट स्लिप्स का ईवीएम से मैच होने के लिए दर्ज की हुई पीआईएल को ख़ारिज कर दिया है।
US President Joe Biden and first lady Jill Biden will attend memorials in New York and at Shanksville in Pennsylvania – the location of the fallen United Airlines 93 flight.	अमेरिकी राष्ट्रपति जो बिडेन और फर्स्ट लेडी जिल बिडेन न्यूयॉर्क और पेनसिल्वेनिया के शैंक्सविले के स्मारक में शामिल होंगे, जहां यूनाइटेड एयरलाइंस का 93 विमान गिरा था।
The aim of the summit is to bring Indian origin luminaries in academic institutes and Research and Development organizations across the world and resident counterparts on a single platform to debate upon collaboration mechanisms to strengthen academic and Science and Technology base in India for global development.	सारे विश्व के अकादमिक इंस्टीटूट्स और रिसर्च एंड डेवलपमेंट संगठन से अनिवासी भारतीय विद्वान और उनके निवासी प्रतिस्थानियों को एक मंच पर लाकर उनमें सहकार्य के उपायों पर चर्चा करना, जिससे अकादमिक और साइंस और टेक्नोलॉजी का पुरे विश्व के विकास के लिए भारत में केंद्र बने, यहीं समिट का लक्ष्य है।
The BJP President said, after a long time, the people of the country have seen a general election where inflation and corruption issues were missing.	भाजपा अध्यक्ष ने कहा, लंबे समय पश्चात, देश के लोगों ने ऐसा चनाव देखा जहाँ महँगाई और भ्रष्टाचार जैसे मामले नहीं थे।
He said he has not seen a Prime Minister who connected with the people in the way Prime Minister Narendra Modi has.	श्री वेमपति ने इसमें जोड़ते हुए कहा कि 'मन की बात' को यूट्यूब और अन्यऑनलाइन प्लेटफॉर्मपर लाइव प्रसारित किया जाता है ताकि इसे डिजिटली सबके के लिए सुलभ बनाया जा सके।
The applicants can also pose their questions on this platform.	आवेदक भी अपना प्रश्न इस मंच पर पूछ सकते हैं|
Dr Biswas said, in case of infection, most of the people have mild upper respiratory infection and it is self limiting.	डा.बिस्वास ने कहा की संक्रमण के हालात में अधिकतर लोगों को हल्का उपरी रेस्पिरेटरी इन्फ़ेक्शन हो जाता है जो खुद को सिमित रखता है|
He also said that other revolutionaries from Bengal should get deserved respect and regard.	उन्होंने यह भी कहा कि, बंगाल के दूसरे क्रांतिकारियों को भी उचित सम्मान तथा आदर मिलना चाहिए।
He said, the country will also celebrate 250th Birth Anniversary of great social reformer Raja Ram Mohan Roy.	उन्होंने कहा कि, देश महान समाज सुधारक राजा राम मोहन राय की दो सौ पचास वीं जयंती को भी मनाएगा।
4th Day of IFFI: Films 180 degree Rule, Still Alive, Sincerely Yours Dhaka to be screened today	इफ्फी का ४था दिन: फिल्मे १८० डिग्री रूल, स्टिल अलाइव, सिंसिअरली योर्स ढाका आज दिखाई जायेंगी।
